GeneID	LOG_count	WT0_count	LOG_rpkm	WT0_rpkm	log2_Ratio(WT0/LOG)	Pvalue	FDR	significant
Unigene0003462	621	819	42.9925	56.4397	0.392625314	8.66E-07	4.29E-06	no
Unigene0003463	3	3	0.2291	0.228	-0.006943634	1	1	no
Unigene0003464	587	1771	38.2566	114.891	1.586485222	1.74E-122	9.43E-121	yes
Unigene0003465	12	12	2.6684	2.6562	-0.006611167	1	1	no
Unigene0003466	77	87	11.1475	12.5373	0.169506487	0.484095597	0.656647845	no
Unigene0003467	27	40	2.5398	3.7453	0.560366389	0.142738521	0.250610155	no
Unigene0003468	11	4	1.1345	0.4107	-1.465899757	0.118606691	0.216080529	no
Unigene0003469	9	4	1.8531	0.8198	-1.176596841	0.267002764	0.411535972	no
Unigene0003470	4	0	0.7412	0.001	-9.533719071	0.125037499	0.223164129	no
Unigene0003471	0	4	0.001	0.6549	9.355130821	0.125037499	0.223164129	no
Unigene0003472	0	14	0.001	3.3538	11.71158094	0.000122627	0.000460435	yes
Unigene0003473	40	50	5.2077	6.4798	0.315302943	0.343918743	0.504449375	no
Unigene0003474	56	41	6.7825	4.943	-0.456430236	0.155815118	0.268629956	no
Unigene0003475	22	8	4.1742	1.5109	-1.466091549	0.016202828	0.039146557	yes
Unigene0003476	8	11	1.2528	1.7147	0.45280007	0.64776437	0.799338824	no
Unigene0003477	14	28	1.9854	3.9526	0.993372265	0.043777388	0.092679853	no
Unigene0003478	20	3	4.4297	0.6614	-2.743614045	0.000491667	0.001669493	yes
Unigene0003479	24	15	2.9649	1.8446	-0.684675443	0.200029599	0.329658142	no
Unigene0003480	26	31	3.3076	3.9255	0.24709165	0.597166507	0.754815843	no
Unigene0003481	159	116	19.174	13.9243	-0.461546535	0.011746575	0.029590152	no
Unigene0003482	366	563	23.5769	36.1006	0.614648777	4.22E-10	2.79E-09	no
Unigene0003483	448	1388	13.9683	43.0779	1.624791472	5.51E-102	2.48E-100	yes
Unigene0003484	5	6	0.8297	0.9911	0.256440844	1	1	no
Unigene0003485	13	14	2.475	2.6531	0.100250529	1	1	no
Unigene0003486	343	550	20.8169	33.2264	0.674574747	1.95E-11	1.42E-10	no
Unigene0003487	85	79	3.7622	3.4806	-0.11224052	0.697519407	0.841792248	no
Unigene0003489	0	2	0.001	0.2983	8.220620167	0.500024999	0.660319045	no
Unigene0003490	2	2	0.328	0.3265	-0.006612823	1	1	no
Unigene0003492	10	30	1.1803	3.5247	1.57834687	0.002243472	0.00670183	yes
Unigene0003493	262	196	11.2997	8.4143	-0.425369309	0.002283174	0.006811593	no
Unigene0003495	12	16	1.9854	2.6351	0.408428015	0.571859929	0.730683988	no
Unigene0003496	0	31	0.001	3.9802	11.95862521	9.53E-10	6.10E-09	yes
Unigene0003497	26	1	3.4333	0.1314	-4.707558744	4.24E-07	2.17E-06	yes
Unigene0003498	0	1	0.001	0.2427	7.923030298	1	1	no
Unigene0003500	31	49	3.8128	5.9989	0.653847126	0.057157697	0.117456488	no
Unigene0003501	11	9	2.2076	1.798	-0.29608577	0.823890983	0.945240252	no
Unigene0003502	8	25	1.5941	4.9585	1.637161621	0.004583775	0.012745693	yes
Unigene0003503	12	4	2.9388	0.9751	-1.591605095	0.076929385	0.14982899	no
Unigene0003504	229	2041	4.0595	36.015	3.149223955	0	0	yes
Unigene0003505	1365	963	38.5197	27.0506	-0.509935873	9.71E-16	8.91E-15	no
Unigene0003506	21	10	1.883	0.8925	-1.077108926	0.070972425	0.139897362	no
Unigene0003507	13	5	2.9619	1.134	-1.385102293	0.096401148	0.18194183	no
Unigene0003508	37	16	3.9254	1.6897	-1.216072549	0.005547508	0.015183899	yes
Unigene0003509	11	4	1.6395	0.5934	-1.46617907	0.118606691	0.216080529	no
Unigene0003510	0	52	0.001	7.9931	12.96453942	4.74E-16	4.40E-15	yes
Unigene0003511	16	4	2.3911	0.595	-2.006712894	0.011858624	0.029789991	yes
Unigene0003513	3	0	0.4332	0.001	-8.758889433	0.250037498	0.39084956	no
Unigene0003514	21	14	3.9845	2.6441	-0.591621956	0.310929672	0.46480365	no
Unigene0003515	2	28	0.4877	6.7958	3.800577517	8.82E-07	4.37E-06	yes
Unigene0003516	24	672	0.8101	22.5783	4.800693047	5.35E-161	3.82E-159	yes
Unigene0003517	0	13	0.001	1.7895	10.80534083	0.000245094	0.000877279	yes
Unigene0003518	10	266	0.9144	24.21	4.726633866	5.13E-65	1.53E-63	yes
Unigene0003519	379	1466	24.2737	93.461	1.944970441	8.90E-138	5.41E-136	yes
Unigene0003520	41	23	5.0205	2.8034	-0.840653443	0.033043287	0.072994286	no
Unigene0003521	114	0	6.408	0.001	-12.64565843	1.33E-34	2.24E-33	yes
Unigene0003522	53	0	5.9523	0.001	-12.53923153	2.38E-16	2.24E-15	yes
Unigene0003523	24	0	4.8694	0.001	-12.2495283	1.21E-07	6.53E-07	yes
Unigene0003524	1497	2713	23.066	41.6102	0.851169383	1.12E-66	3.41E-65	no
Unigene0003525	39	33	3.6196	3.0486	-0.247683405	0.556709816	0.715482586	no
Unigene0003526	49	0	6.163	0.001	-12.58941708	3.77E-15	3.36E-14	yes
Unigene0003527	31	5	7.5919	1.2189	-2.638881219	1.31E-05	5.66E-05	yes
Unigene0003528	19	7	2.7294	1.0009	-1.447285999	0.029061761	0.065666129	no
Unigene0003529	115	131	5.0901	5.7716	0.181277318	0.341856463	0.503366895	no
Unigene0003531	6	0	1.3956	0.001	-10.44666979	0.03127344	0.069386062	no
Unigene0003533	10	4	1.8845	0.7503	-1.328642332	0.17971814	0.301125081	no
Unigene0003534	87	63	7.5453	5.4387	-0.472316415	0.060986572	0.124190434	no
Unigene0003535	0	5	0.001	1.1433	10.1589883	0.062531251	0.126174354	no
Unigene0003536	10	3	2.0142	0.6015	-1.7435703	0.09238989	0.175641283	no
Unigene0003537	4	6	0.9422	1.4069	0.578414551	0.753967752	0.888953546	no
Unigene0003538	5	4	1.1163	0.8889	-0.328631764	1	1	no
