GeneID	LOG_count	WT0_count	LOG_rpkm	WT0_rpkm	log2_Ratio(WT0/LOG)	Pvalue	FDR	significant
Unigene0024283	18	10	2.7874	1.5414	-0.854678752	0.185241202	0.308940502	no
Unigene0024284	408	408	7.5455	7.5108	-0.006649922	0.972629794	1	no
Unigene0024285	22	24	2.1307	2.3137	0.118874336	0.883130239	0.99497646	no
Unigene0024286	2	3	0.4834	0.7218	0.57838167	1	1	no
Unigene0024287	30	33	3.1707	3.4717	0.130840904	0.801613761	0.929257144	no
Unigene0024288	154	121	4.4451	3.4765	-0.354580286	0.055092937	0.113529321	no
Unigene0024290	48	80	4.1371	6.8635	0.730324627	0.006084512	0.016526621	no
Unigene0024291	397	234	22.3157	13.0929	-0.769274381	1.01E-10	6.97E-10	no
Unigene0024292	22	6	5.2044	1.4129	-1.881072489	0.003742364	0.010692352	yes
Unigene0024293	3104	3790	60.2092	73.1778	0.281422095	3.25E-12	2.47E-11	no
Unigene0024294	193	150	8.3889	6.4899	-0.3702854	0.024392451	0.056169207	no
Unigene0024295	44	18	1.2915	0.5259	-1.296187242	0.001321177	0.004135385	yes
Unigene0024296	128	44	3.6889	1.2622	-1.547250152	1.25E-10	8.55E-10	yes
Unigene0024297	150	92	8.3306	5.0859	-0.711917312	0.000253982	0.000906854	no
Unigene0024298	285	274	6.8916	6.5952	-0.063422558	0.616695617	0.774052644	no
Unigene0024299	190	118	13.4555	8.3182	-0.693852724	5.53E-05	0.000219441	no
Unigene0024300	41	31	4.7584	3.5813	-0.409993176	0.289652551	0.438997639	no
Unigene0024301	159	155	8.9466	8.6814	-0.043411799	0.866629429	0.981072426	no
Unigene0024302	20	23	3.4854	3.9898	0.194992193	0.761042423	0.895811067	no
Unigene0024303	1827	2205	77.8296	93.5006	0.26465668	1.20E-07	6.48E-07	no
Unigene0024304	43	59	5.9762	8.1622	0.449729631	0.138099204	0.243304921	no
Unigene0024305	491	489	17.4974	17.3461	-0.012529231	0.92546041	1	no
Unigene0024306	30	24	7.3148	5.825	-0.328560369	0.497200419	0.660319045	no
Unigene0024307	52	81	6.7701	10.4972	0.632755509	0.015205437	0.037141757	no
Unigene0024308	82	89	12.1888	13.1685	0.111534922	0.647885724	0.799412984	no
Unigene0024309	47	24	8.768	4.4567	-0.976271948	0.008670984	0.022585171	no
Unigene0024310	29	11	3.9611	1.4956	-1.405176747	0.006478515	0.017479176	yes
Unigene0024311	22	19	3.695	3.1764	-0.218181764	0.755473068	0.890218995	no
Unigene0024312	290	461	5.4669	8.6505	0.662060537	1.50E-09	9.48E-09	no
Unigene0024313	693	965	28.9667	40.1506	0.471026211	2.69E-10	1.80E-09	no
Unigene0024314	53	54	4.4307	4.4935	0.020304956	1	1	no
Unigene0024315	172	152	7.361	6.4752	-0.184977017	0.295037858	0.446330262	no
Unigene0024316	2	1	0.258	0.1284	-1.006725863	1	1	no
Unigene0024317	101	71	3.5901	2.5121	-0.515130135	0.027384321	0.062278452	no
Unigene0024318	577	621	16.4751	17.6499	0.099372787	0.249886372	0.39084956	no
Unigene0024319	234	227	8.5753	8.2805	-0.050469259	0.712638106	0.855349484	no
Unigene0024320	280	154	14.3465	7.8543	-0.869144208	1.75E-09	1.10E-08	no
Unigene0024321	148	108	5.563	4.0408	-0.461222159	0.015265651	0.037263266	no
Unigene0024322	518	863	11.6445	19.3109	0.72976671	4.38E-19	4.64E-18	no
Unigene0024323	1389	1266	30.8626	28.0003	-0.140417321	0.019429901	0.046100239	no
Unigene0024324	306	258	14.4777	12.1506	-0.252804871	0.041772291	0.089075542	no
Unigene0024325	601	829	33.579	46.105	0.45736395	1.14E-08	6.69E-08	no
Unigene0024326	451	505	14.327	15.9687	0.15651032	0.107040005	0.199691376	no
Unigene0024327	2	0	0.3901	0.001	-8.607700188	0.500024999	0.660319045	no
Unigene0024329	124	117	4.2008	3.9454	-0.090492527	0.700927012	0.844976914	no
Unigene0024330	985	1449	43.1851	63.2362	0.550217045	1.02E-18	1.06E-17	no
Unigene0024331	161	170	5.3692	5.6433	0.0718319	0.662812593	0.814368129	no
Unigene0024332	9	21	1.768	4.1063	1.215720758	0.042927905	0.091231703	no
Unigene0024333	8	8	1.5389	1.5318	-0.006671543	1	1	no
Unigene0024334	21	31	4.1994	6.1707	0.555250943	0.212202718	0.345717973	no
Unigene0024335	198	266	28.9667	38.736	0.419279648	0.002388681	0.007092852	no
Unigene0024336	119	108	8.7507	7.9053	-0.146578215	0.509352016	0.667346254	no
Unigene0024337	15	11	2.6223	1.9142	-0.45409117	0.557455914	0.715501966	no
Unigene0024339	3	6	0.722	1.4373	0.993290477	0.50791091	0.665747767	no
Unigene0024340	54	90	7.2864	12.0882	0.730321334	0.003509313	0.010083898	no
Unigene0024341	0	2	0.001	0.2069	7.692789835	0.500024999	0.660319045	no
Unigene0024342	2	10	0.2176	1.0829	2.315149562	0.038630625	0.083347713	no
Unigene0024343	38	65	3.0661	5.2205	0.767783238	0.010255496	0.026277023	no
Unigene0024344	4	12	0.8487	2.5345	1.578374581	0.076929385	0.14982899	no
Unigene0024345	61	77	10.8343	13.6133	0.329410888	0.203025201	0.3337661	no
Unigene0024347	869	378	24.1309	10.4483	-1.207613498	6.13E-43	1.27E-41	yes
Unigene0024349	276	275	10.5745	10.4877	-0.011891126	0.933024993	1	no
Unigene0024350	4376	4396	89.8682	89.864	-6.74E-05	1	1	no
Unigene0024351	1214	1340	65.2702	71.7134	0.135818259	0.026376774	0.060291749	no
Unigene0024352	66	2385	1.5468	55.6404	5.168774217	0	0	yes
Unigene0024353	31	36	4.5233	5.2287	0.209076614	0.625987216	0.779790177	no
Unigene0024354	186	236	8.2524	10.4226	0.336829558	0.02049127	0.048348925	no
Unigene0024355	1161	1597	22.3797	30.6426	0.453348017	1.37E-14	1.19E-13	no
Unigene0024356	96	238	6.4068	15.8106	1.303216258	7.66E-15	6.73E-14	yes
Unigene0024357	27	94	3.1271	10.8368	1.793041546	7.97E-10	5.14E-09	yes
Unigene0024358	780	672	34.1166	29.2577	-0.221657516	0.0048934	0.013539328	no
Unigene0024359	486	420	20.7991	17.8919	-0.217214503	0.029407591	0.066397728	no
Unigene0024360	199	148	8.4001	6.2186	-0.433816681	0.007694108	0.020374164	no
Unigene0024361	401	365	14.172	12.8405	-0.142341989	0.189490811	0.314074542	no
Unigene0024362	276	118	10.0746	4.2874	-1.232547632	1.41E-15	1.29E-14	yes
Unigene0024363	4	4	0.3628	0.3611	-0.006776036	1	1	no
Unigene0024364	214	299	5.8232	8.0988	0.47589599	0.000340851	0.001192339	no
Unigene0024365	477	445	11.9989	11.1425	-0.106829192	0.287966098	0.43835434	no
Unigene0024366	226	147	9.0388	5.8522	-0.627152177	5.93E-05	0.000234561	no
Unigene0024367	376	196	7.9478	4.124	-0.946511236	5.18E-14	4.37E-13	no
Unigene0024368	148	82	5.6316	3.1058	-0.858579937	1.79E-05	7.57E-05	no
Unigene0024369	41	32	1.1465	0.8907	-0.364224856	0.350061948	0.51198309	no
Unigene0024370	9663	5528	169.1941	96.3475	-0.812360123	6.39E-149	4.29E-147	no
Unigene0024371	42	300	1.9154	13.6186	2.829860789	3.18E-48	7.29E-47	yes
Unigene0024372	0	3	0.001	0.5647	9.141340821	0.250037498	0.39084956	no
Unigene0024373	107	105	8.4615	8.2651	-0.033881163	0.94555346	1	no
Unigene0024374	242	215	10.0324	8.8721	-0.177319244	0.195237782	0.322589339	no
Unigene0024375	13	8	0.8781	0.5379	-0.707047258	0.383562455	0.549765831	no
Unigene0024376	164	93	9.658	5.4516	-0.825044752	1.27E-05	5.48E-05	no
Unigene0024377	992	1535	35.6252	54.8724	0.623182564	2.78E-24	3.58E-23	no
Unigene0024378	342	390	11.2902	12.8156	0.182829981	0.102268326	0.191583675	no
Unigene0024379	1174	1335	46.7519	52.9191	0.178763528	0.003674892	0.010528773	no
Unigene0024382	22	28	3.4549	4.3769	0.34126547	0.480438588	0.65292296	no
Unigene0024383	19	7	3.1066	1.1393	-1.447188808	0.029061761	0.065666129	no
Unigene0024384	267	246	21.2959	19.5307	-0.124832044	0.337514619	0.497703761	no
Unigene0024385	0	6	0.001	0.7125	9.476746204	0.03127344	0.069386062	no
Unigene0024386	11	24	2.6473	5.7493	1.118864618	0.041134536	0.08794071	no
Unigene0024387	359	303	19.452	16.3422	-0.251316283	0.029206337	0.065958542	no
Unigene0024388	896	603	26.4109	17.6926	-0.577987391	1.37E-13	1.13E-12	no
Unigene0024389	42	65	7.0969	10.9329	0.62341525	0.033414016	0.073659467	no
Unigene0024390	81	51	11.458	7.1811	-0.674078485	0.011584386	0.029315512	no
Unigene0024391	23	20	4.1246	3.5701	-0.20828973	0.761042423	0.895811067	no
Unigene0024392	491	542	18.5057	20.334	0.135924334	0.145265204	0.253930347	no
Unigene0024393	2781	1411	65.2058	32.9315	-0.98553207	3.39E-88	1.33E-86	no
Unigene0024394	687	542	23.7218	18.629	-0.348663252	4.64E-05	0.000185713	no
Unigene0024395	28	21	2.4475	1.8272	-0.421674304	0.39218479	0.558009158	no
Unigene0024396	724	609	15.4388	12.9268	-0.256195438	0.001912382	0.005803107	no
Unigene0024397	1477	1575	55.4799	58.8891	0.086035438	0.12922571	0.229916645	no
Unigene0024398	163	171	4.1855	4.3707	0.062464379	0.704108746	0.847836671	no
Unigene0024399	189	118	11.9262	7.4118	-0.686238578	6.85E-05	0.000267428	no
Unigene0024400	751	1033	29.9069	40.9479	0.45331109	3.03E-10	2.02E-09	no
Unigene0024401	163	124	6.2451	4.729	-0.401189531	0.025760985	0.058984053	no
Unigene0024402	117	115	4.5967	4.4974	-0.031507309	0.94797362	1	no
Unigene0024403	93	54	6.0611	3.5032	-0.79090629	0.001696181	0.005205142	no
Unigene0024404	2	2	0.4212	0.4192	-0.006866719	1	1	no
Unigene0024405	0	1	0.001	0.2179	7.767522386	1	1	no
Unigene0024407	7	13	1.5142	2.7992	0.886458796	0.263416131	0.408257984	no
Unigene0024408	83	105	11.652	14.6727	0.332556767	0.127172872	0.226459797	no
Unigene0024409	214	149	13.5191	9.3696	-0.528939747	0.000846479	0.002761017	no
Unigene0024410	169	247	13.8164	20.1004	0.540842455	0.000213518	0.000773022	no
Unigene0024411	187	185	20.108	19.8015	-0.022159873	0.9590386	1	no
Unigene0024412	94	85	15.5991	14.0408	-0.151837656	0.551772843	0.710044137	no
Unigene0024413	137	156	20.5843	23.3313	0.180722307	0.296495445	0.447993426	no
Unigene0024414	317	356	20.3497	22.7483	0.160751209	0.172228256	0.29259746	no
Unigene0024415	2	7	0.443	1.5433	1.800639929	0.179785925	0.301125081	no
Unigene0024416	15	15	1.4553	1.4486	-0.006657305	1	1	no
Unigene0024417	64	60	3.9227	3.6607	-0.099727458	0.788387594	0.919217325	no
Unigene0024418	25	26	1.7727	1.8352	0.049988892	1	1	no
Unigene0024419	160	115	9.616	6.8797	-0.483091241	0.008286529	0.021644267	no
Unigene0024420	150	199	3.9409	5.2042	0.401151265	0.010749733	0.027389224	no
Unigene0024421	972	1070	40.4764	44.3526	0.131937698	0.051609247	0.107367746	no
Unigene0024422	636	282	16.2039	7.1517	-1.179982962	3.52E-31	5.49E-30	yes
Unigene0024423	153	1311	5.1177	43.6504	3.09242739	5.96E-215	5.87E-213	yes
Unigene0024424	13	18	1.578	2.1748	0.462785528	0.47347509	0.645641854	no
Unigene0024425	175	180	21.3349	21.8436	0.033995295	0.833363744	0.953170434	no
Unigene0024426	15	24	3.6414	5.7995	0.671435298	0.200029599	0.329658142	no
Unigene0024427	38	40	3.855	4.0392	0.067338722	0.910121549	1	no
Unigene0024428	673	630	25.4343	23.6998	-0.101900505	0.227255275	0.364911462	no
Unigene0024429	44	15	6.9294	2.3514	-1.55921046	0.000208018	0.000754223	yes
Unigene0024430	827	454	31.5114	17.2194	-0.871838979	1.43E-24	1.86E-23	no
Unigene0024431	69	32	7.765	3.5846	-1.115173785	0.000306343	0.001080703	yes
Unigene0024432	269	775	11.4857	32.9387	1.519944832	2.84E-54	7.19E-53	yes
Unigene0024433	598	490	30.0582	24.5164	-0.294011469	0.001278575	0.004021329	no
Unigene0024434	129	88	7.5015	5.0938	-0.55843679	0.006778894	0.018201801	no
Unigene0024435	95	56	8.6437	5.0718	-0.769151145	0.00196293	0.005921156	no
Unigene0024436	45	55	2.443	2.9722	0.282877335	0.369398096	0.535323692	no
Unigene0024437	102	135	5.0449	6.6464	0.397747449	0.038559055	0.083347713	no
Unigene0024438	70	95	4.2437	5.7329	0.433942443	0.062447872	0.126174354	no
Unigene0024439	5	9	0.722	1.2936	0.841320842	0.424115089	0.594446379	no
Unigene0024440	10	9	1.0569	0.9468	-0.158707269	1	1	no
Unigene0024441	7	5	1.0931	0.7772	-0.492067583	0.77448171	0.906560631	no
Unigene0024442	465	2198	12.2631	57.6997	2.234240093	1.19E-237	1.30E-235	yes
Unigene0024443	6	10	1.2263	2.0345	0.73036232	0.454681493	0.62434186	no
Unigene0024444	359	237	9.2525	6.0802	-0.605724451	6.28E-07	3.16E-06	no
Unigene0024445	689	1158	18.0166	30.1413	0.742414863	2.75E-25	3.65E-24	no
Unigene0024446	571	1868	21.9525	71.4866	1.703287591	3.18E-142	2.01E-140	yes
Unigene0024447	8	11	1.5771	2.1585	0.452754952	0.64776437	0.799338824	no
Unigene0024448	711	813	14.7817	16.8246	0.186760006	0.016580994	0.039977984	no
Unigene0024449	827	579	18.8191	13.1151	-0.520968827	1.05E-10	7.22E-10	no
Unigene0024450	54	27	8.3855	4.1735	-1.006639039	0.003663672	0.010497395	yes
Unigene0024451	1399	877	41.7691	26.0637	-0.680394155	8.94E-26	1.20E-24	no
Unigene0024452	845	1118	19.0108	25.0372	0.397253986	7.39E-09	4.43E-08	no
Unigene0024453	8	6	1.7441	1.302	-0.421753313	0.790600623	0.919217325	no
Unigene0024454	11	14	1.7777	2.2521	0.34125901	0.69022378	0.834247692	no
Unigene0024455	6	6	0.8402	0.8363	-0.006712223	1	1	no
Unigene0024456	35	29	3.6166	2.9829	-0.27791843	0.532966182	0.692360787	no
Unigene0024457	124	135	5.6971	6.174	0.115977753	0.537064701	0.697120567	no
Unigene0024458	514	984	11.7736	22.4358	0.930247109	9.96E-32	1.57E-30	no
Unigene0024459	568	392	7.4933	5.1476	-0.54170126	2.19E-08	1.26E-07	no
Unigene0024460	123	138	10.4555	11.6766	0.159358195	0.389290867	0.554828057	no
Unigene0024461	67	69	5.7837	5.929	0.035796075	0.931938637	1	no
Unigene0024462	2	5	0.4196	1.0441	1.315173311	0.453207015	0.62434186	no
Unigene0024463	21	14	3.2979	2.1885	-0.59160527	0.310929672	0.46480365	no
Unigene0024464	241	973	12.3368	49.5792	2.006766765	2.64E-98	1.15E-96	yes
Unigene0024465	10	84	1.6545	13.8343	3.06378245	1.18E-15	1.08E-14	yes
Unigene0024466	446	636	20.9058	29.6749	0.505339916	2.83E-08	1.62E-07	no
Unigene0024467	1188	2218	52.2087	97.0258	0.894078187	1.36E-61	3.86E-60	no
Unigene0024468	363	413	9.9019	11.214	0.17952369	0.097777179	0.184272376	no
Unigene0024469	28	15	4.3725	2.3316	-0.907138077	0.06628351	0.131970388	no
Unigene0024470	164	124	8.0257	6.0403	-0.410007024	0.022336169	0.052111516	no
Unigene0024471	9	16	1.3307	2.3548	0.823419174	0.229815055	0.36781007	no
Unigene0024472	58	91	2.5131	3.9249	0.643187818	0.008777455	0.022827564	no
Unigene0024474	253	347	8.5449	11.6658	0.449149732	0.000245124	0.000877308	no
Unigene0024475	736	542	28.1404	20.6277	-0.448059867	1.02E-07	5.52E-07	no
Unigene0024476	166	137	10.3806	8.5278	-0.283644326	0.110218627	0.20368985	no
Unigene0024477	430	355	18.7049	15.3714	-0.283167684	0.007751631	0.020515896	no
Unigene0024478	701	1101	39.4437	61.6661	0.644682718	3.51E-19	3.74E-18	no
Unigene0024479	149	279	26.8938	50.1268	0.898308521	6.56E-10	4.25E-09	no
Unigene0024480	157	168	18.108	19.2876	0.091046425	0.582219775	0.739803403	no
Unigene0024481	11	5	2.6704	1.2082	-1.144196568	0.210296764	0.343179166	no
Unigene0024482	16	34	2.9068	6.1486	1.080826143	0.015473282	0.037720701	yes
Unigene0024483	695	578	33.1647	27.4548	-0.272590074	0.00121697	0.003842077	no
Unigene0024484	901	893	26.4601	26.1046	-0.019514461	0.803535372	0.929257144	no
Unigene0024485	1098	1133	42.656	43.8134	0.038623489	0.562240119	0.720555923	no
Unigene0024486	1065	978	86.6854	79.2382	-0.12959292	0.055857248	0.115019572	no
Unigene0024487	388	379	17.96	17.4627	-0.040510711	0.723105078	0.865731535	no
Unigene0024488	171	126	7.4443	5.46	-0.447235245	0.011136306	0.028307851	no
Unigene0024489	114	108	4.6497	4.3847	-0.084659499	0.738669113	0.87813544	no
Unigene0024490	303	227	9.5006	7.0849	-0.423271138	0.000944134	0.003048308	no
Unigene0024491	6843	20529	231.118	690.1672	1.578316287	0	0	yes
Unigene0024492	479	485	10.0524	10.1316	0.011322041	0.924817702	1	no
Unigene0024493	352	36	17.2563	1.7567	-3.296183421	1.80E-65	5.41E-64	yes
Unigene0024494	1299	1014	57.4044	44.604	-0.363988228	1.09E-08	6.40E-08	no
Unigene0024496	131	104	5.0087	3.9581	-0.339628141	0.091544523	0.174568195	no
Unigene0024498	1046	690	20.805	13.661	-0.606867194	1.07E-16	1.02E-15	no
Unigene0024499	29	3	4.7557	0.4897	-3.279687608	2.60E-06	1.22E-05	yes
Unigene0024500	19	7	3.1066	1.1393	-1.447188808	0.029061761	0.065666129	no
Unigene0024501	93	7	13.4289	1.0061	-3.738495522	3.27E-20	3.61E-19	yes
Unigene0024502	2298	1913	102.1197	84.6202	-0.271187204	3.29E-08	1.86E-07	no
Unigene0024503	1	2	0.1196	0.238	0.992744184	1	1	no
Unigene0024504	2	3	0.2269	0.3388	0.578377266	1	1	no
Unigene0024505	43	42	8.5989	8.3603	-0.040597405	1	1	no
Unigene0024506	15	4	1.7593	0.467	-1.913507061	0.019266293	0.045748097	yes
Unigene0024507	14	13	2.0699	1.9133	-0.113497969	1	1	no
Unigene0024508	1	5	0.2346	1.1674	2.315024055	0.218820305	0.35400966	no
Unigene0024509	1502	1592	86.439	91.1974	0.077310312	0.170712872	0.290312729	no
Unigene0024510	375	326	12.1064	10.4761	-0.208668188	0.063339238	0.127659949	no
Unigene0024511	272	244	16.4182	14.6604	-0.1633715	0.2074448	0.340288741	no
Unigene0024512	523	499	12.2112	11.5973	-0.074416015	0.445618879	0.618843103	no
Unigene0024513	642	524	16.1935	13.1564	-0.299650061	0.000697755	0.002310954	no
Unigene0024514	171	71	5.2348	2.1635	-1.274767298	1.38E-10	9.39E-10	yes
Unigene0024515	0	40	0.001	4.2731	12.06106736	1.89E-12	1.45E-11	yes
Unigene0024516	4	141	0.3552	12.4641	5.133003321	1.29E-36	2.30E-35	yes
Unigene0024517	309	336	18.877	20.4322	0.114215047	0.35231808	0.514667555	no
Unigene0024518	327	197	4.7663	2.8583	-0.737712414	1.35E-08	7.92E-08	no
Unigene0024519	9	4	0.5992	0.2651	-1.176500954	0.267002764	0.411535972	no
Unigene0024521	682	399	23.8905	13.9127	-0.780034621	2.56E-17	2.51E-16	no
Unigene0024522	12	33	2.0654	5.6536	1.452748603	0.002485965	0.007363849	yes
Unigene0024523	782	853	31.1191	33.7885	0.118731969	0.116533022	0.213325121	no
Unigene0024524	1085	734	32.3421	21.7788	-0.570488893	1.54E-15	1.40E-14	no
Unigene0024525	388	356	15.2115	13.8928	-0.13082503	0.234832086	0.374879144	no
Unigene0024526	197	130	7.5738	4.975	-0.606320799	0.000281187	0.000996266	no
Unigene0024527	183	205	5.0389	5.6187	0.157127547	0.290992607	0.440738579	no
Unigene0024528	40	401	0.9719	9.6985	3.318881847	1.99E-74	6.69E-73	yes
Unigene0024529	1206	1738	24.2389	34.7707	0.520547883	9.57E-20	1.04E-18	no
Unigene0024530	1286	1185	49.7856	45.6647	-0.124649162	0.044801118	0.094642453	no
Unigene0024531	26	42	2.0444	3.2874	0.685269513	0.068585924	0.136049426	no
Unigene0024532	14	11	2.2691	1.7747	-0.354545022	0.69022378	0.834247692	no
Unigene0024533	11	23	1.344	2.7973	1.057501848	0.057823387	0.118333773	no
Unigene0024534	51	54	10.5792	11.15	0.075813175	0.845770805	0.963280663	no
Unigene0024535	27	26	2.6756	2.5646	-0.061128624	1	1	no
Unigene0024536	6	9	1.4134	2.1103	0.578278293	0.607376167	0.764364652	no
Unigene0024537	17	8	2.5612	1.1997	-1.094146228	0.107971304	0.20105687	no
Unigene0024538	45	58	6.6357	8.5134	0.359486753	0.238107965	0.378565074	no
Unigene0024539	40	24	4.3179	2.5788	-0.743629943	0.060348993	0.123000855	no
Unigene0024540	17	21	1.6436	2.021	0.298210086	0.627431963	0.781142519	no
Unigene0024541	11	4	2.352	0.8513	-1.466148525	0.118606691	0.216080529	no
Unigene0024543	1	0	0.2122	0.001	-7.729280846	1	1	no
Unigene0024545	4	4	0.715	0.7117	-0.006674006	1	1	no
Unigene0024547	1213	735	87.9189	53.0284	-0.729408117	1.06E-25	1.42E-24	no
Unigene0024548	8	0	1.3986	0.001	-10.44976769	0.007823441	0.020587145	yes
Unigene0024549	11	3	1.7522	0.4757	-1.881043526	0.05745859	0.11774109	no
Unigene0024550	1	1	0.1659	0.1652	-0.0061002	1	1	no
Unigene0024551	1	1	0.1659	0.1652	-0.0061002	1	1	no
Unigene0024552	22	2	4.6681	0.4224	-3.466153727	3.62E-05	0.000147251	yes
Unigene0024553	97	84	12.2556	10.5644	-0.214230284	0.374619901	0.540113717	no
Unigene0024554	45	33	6.4476	4.7065	-0.454107649	0.21357436	0.34773558	no
Unigene0024555	4	5	0.6618	0.8235	0.315373358	1	1	no
Unigene0024556	9	13	1.614	2.3206	0.523857289	0.523698161	0.681875243	no
Unigene0024558	12	4	1.9225	0.6379	-1.591581415	0.076929385	0.14982899	no
Unigene0024559	1	13	0.1891	2.4469	3.693733874	0.00183717	0.005596501	yes
Unigene0024560	0	14	0.001	2.1823	11.09163373	0.000122627	0.000460435	yes
Unigene0024561	41	13	3.7366	1.1793	-1.663795363	0.000178556	0.000654126	yes
Unigene0024562	494	829	16.1546	26.985	0.740212658	7.55E-19	7.89E-18	no
Unigene0024565	14	29	3.1257	6.4449	1.043978656	0.031720537	0.070282442	no
Unigene0024566	67	86	5.4534	6.9678	0.353547235	0.146902207	0.25562773	no
Unigene0024567	16	45	2.9068	8.1378	1.485207013	0.000269861	0.000960486	yes
Unigene0024568	2	2	0.4594	0.4573	-0.006609938	1	1	no
Unigene0024569	14	10	1.5321	1.0893	-0.492109129	0.541501489	0.700814016	no
Unigene0024570	3	8	0.6566	1.7429	1.408403141	0.22669138	0.364110533	no
Unigene0024571	1	5	0.1829	0.9101	2.314969999	0.218820305	0.35400966	no
Unigene0024572	1	1	0.1823	0.1814	-0.007140106	1	1	no
Unigene0024573	49	62	4.917	6.193	0.332860091	0.25592166	0.399043726	no
Unigene0024574	12	6	2.4985	1.2435	-1.006655711	0.238096895	0.378565074	no
Unigene0024575	327	223	12.103	8.2158	-0.558891729	9.42E-06	4.14E-05	no
Unigene0024576	21	25	4.2299	5.0124	0.244877993	0.659107511	0.810933603	no
Unigene0024577	2	13	0.2493	1.613	2.693791651	0.007406097	0.019686068	yes
Unigene0024578	13	7	1.6204	0.8685	-0.899752236	0.263416131	0.408257984	no
Unigene0024579	0	2	0.001	0.4039	8.657854336	0.500024999	0.660319045	no
Unigene0024581	9	24	1.2796	3.3967	1.408440906	0.013606508	0.033586053	yes
Unigene0024582	8	60	0.8636	6.447	2.900192835	6.14E-11	4.30E-10	yes
Unigene0024583	2	28	0.4877	6.7958	3.800577517	8.82E-07	4.37E-06	yes
Unigene0024584	60	97	4.7583	7.6572	0.686370707	0.004063275	0.011481039	no
Unigene0024585	10	8	1.3693	1.0904	-0.328581094	0.814612826	0.937750861	no
Unigene0024586	12	8	1.3755	0.9128	-0.591585443	0.503660778	0.66339736	no
Unigene0024587	1207	1401	78.9415	91.2086	0.208385929	0.00056428	0.001891448	no
Unigene0024588	12	121	1.2979	13.0268	3.327231596	1.05E-23	1.32E-22	yes
Unigene0024591	5	14	0.9144	2.5484	1.478694434	0.063692328	0.128094639	no
Unigene0024592	27	43	2.4566	3.8944	0.664738106	0.072735425	0.143023846	no
Unigene0024593	557	549	51.3517	50.3815	-0.027517962	0.792229552	0.920637163	no
Unigene0024594	98	77	7.4734	5.8449	-0.3545864	0.132013385	0.234439628	no
Unigene0024595	70	38	6.0804	3.2856	-0.888009382	0.002755953	0.0080732	no
Unigene0024596	178	434	3.543	8.5987	1.279147096	1.45E-24	1.89E-23	yes
Unigene0024597	13	13	0.6323	0.6294	-0.006632041	1	1	no
Unigene0024598	6	4	1.3184	0.8749	-0.591598114	0.753967752	0.888953546	no
Unigene0024599	14	17	2.2301	2.6955	0.273444506	0.720309826	0.862648741	no
Unigene0024600	55	12	4.9316	1.071	-2.203097308	1.08E-07	5.84E-07	yes
Unigene0024601	17	16	1.2116	1.1351	-0.094094082	1	1	no
Unigene0024602	20	20	1.6279	1.6204	-0.006662089	1	1	no
Unigene0024603	21	9	2.5435	1.085	-1.229120052	0.042927905	0.091231703	no
Unigene0024604	3	13	0.6132	2.6448	2.108729028	0.021320761	0.050035434	no
Unigene0024605	50	31	5.4078	3.3375	-0.69627396	0.045260381	0.095509576	no
Unigene0024606	13	12	2.3773	2.1844	-0.122086912	1	1	no
Unigene0024608	16	33	1.202	2.4677	1.03773012	0.021451342	0.05028991	no
Unigene0024609	57	55	2.9259	2.8103	-0.058156316	0.924984848	1	no
Unigene0024610	5	13	0.9857	2.551	1.371842368	0.096401148	0.18194183	no
Unigene0024611	29	21	2.6473	1.9082	-0.472309305	0.32284252	0.480648268	no
Unigene0024612	36	49	4.1265	5.5908	0.438136096	0.193705286	0.320422328	no
Unigene0024613	25	25	2.3677	2.3568	-0.00665696	1	1	no
Unigene0024614	2	5	0.4501	1.1202	1.315438864	0.453207015	0.62434186	no
Unigene0024615	684	389	17.7192	10.0308	-0.820876798	7.79E-19	8.13E-18	no
Unigene0024616	6	8	1.0359	1.3748	0.408337017	0.790600623	0.919217325	no
Unigene0024617	4	1	0.2178	0.0542	-2.006639197	0.375062492	0.540113717	no
Unigene0024618	0	3	0.001	0.1799	7.491051376	0.250037498	0.39084956	no
Unigene0024619	67	48	6.7599	4.8207	-0.487759253	0.093753565	0.177638573	no
Unigene0024620	260	170	18.8942	12.2971	-0.619625307	1.67E-05	7.10E-05	no
Unigene0024621	33	32	2.7923	2.6953	-0.05100809	1	1	no
Unigene0024622	39	14	3.1513	1.126	-1.484740276	0.000814887	0.002668198	yes
Unigene0024623	420	2	67.8747	0.3217	-7.72101417	6.03E-121	3.22E-119	yes
Unigene0024624	32	32	3.1486	3.1341	-0.006659276	1	1	no
Unigene0024625	91	68	8.4175	6.2611	-0.426975672	0.081912521	0.158102795	no
Unigene0024626	1	0	0.1878	0.001	-7.553053253	1	1	no
Unigene0024627	21	10	3.0323	1.4373	-1.077051274	0.070972425	0.139897362	no
Unigene0024628	1353	746	33.9733	18.6457	-0.865558401	1.99E-37	3.60E-36	no
Unigene0024629	25	32	3.8393	4.8917	0.349492633	0.427703186	0.598142792	no
Unigene0024630	1	0	0.1924	0.001	-7.587964989	1	1	no
Unigene0024631	5	1	0.7412	0.1476	-2.32817016	0.218820305	0.35400966	no
Unigene0024632	6	8	0.9317	1.2366	0.408441512	0.790600623	0.919217325	no
Unigene0024633	1	0	0.2029	0.001	-7.664625055	1	1	no
Unigene0024634	21	44	2.4999	5.2138	1.060464857	0.00599839	0.016314203	yes
Unigene0024635	7	10	1.2199	1.7347	0.507923295	0.629207129	0.781563131	no
