gene_id	C1	C2	C3	M1	M2	M3
AT1G01060	33.0358	35.5593	34.6492	10.2945	13.3938	13.659
AT1G01320	73.7404	76.3134	69.0405	17.2084	19.6695	17.6303
AT1G01420	6.6679	6.66516	7.94002	2.86371	3.83414	3.4326
AT1G01520	9.58862	8.55635	9.32078	0.982357	2.87684	2.18884
AT1G01970	17.2107	15.1322	18.3508	7.08041	7.74877	7.27222
AT1G02380	0.749953	1.95807	1.44847	0.934699	0.367559	0.703017
AT1G02620	0	0.373949	0.267622	0.957191	1.1798	0.731106
AT1G02710	0.781691	2.07701	2.52539	0.478761	1.33875	1.06115
AT1G02820	1.82602	0.764632	0.938192	0.318195	0.671864	0.619827
AT1G03055	2.12318	1.2677	1.92225	0.220155	0.187085	0.0779103
AT1G03130	245.721	169.387	249.723	48.8518	71.802	44.8682
AT1G03320	1.47936	2.365	1.66682	0.638625	1.32451	0.606143
AT1G03410	0.836566	0.322755	1.10585	1.7617	3.4873	1.69755
AT1G03600	280.079	190.735	257.208	76.2503	98.1803	72.2986
AT1G03630	52.7504	38.4421	57.2213	19.1823	19.8784	19.9061
AT1G03940	4.06471	3.95217	4.66312	1.86841	1.19975	1.56077
AT1G04445	0.277173	0	0.118866	0.792874	1.0284	0.669744
AT1G05835	28.8908	24.2637	24.2039	41.3869	53.9832	44.5359
AT1G06000	31.6605	34.6638	30.2597	9.40202	11.7795	8.00969
AT1G06002	76.6737	86.8687	70.0662	25.8112	16.8519	19.929
AT1G06040	228.793	249.4	235.593	59.0291	63.5702	57.9831
AT1G06180	6.3145	6.88103	6.10861	1.9799	1.48301	2.06158
AT1G06430	31.1408	28.7109	28.7373	7.14185	9.83179	8.47864
AT1G06680	609.407	420.074	637.388	197.999	292.416	211.748
AT1G06690	22.9508	19.1184	24.069	5.25026	7.71809	4.23402
AT1G07010	13.9524	13.0452	14.3781	3.45512	4.8414	3.30271
AT1G07050	3.10089	2.08954	2.68277	1.11141	1.43117	0.695536
AT1G07150	16.69	14.2253	18.6999	3.45196	4.22218	3.16877
AT1G07180	1.33514	0.815156	1.56197	0.0357149	0.0885123	0.135266
AT1G07390	1.03581	1.36695	1.22903	0.323169	0.302142	0.68175
AT1G07400	1.73164	1.25223	2.21675	0.610784	0.809194	1.0213
AT1G07700	15.2369	12.7765	15.5763	6.15246	6.31511	8.15342
AT1G08380	581.385	338.726	573.848	123.373	253.997	123.383
AT1G08540	26.2254	24.3793	30.1362	11.905	13.74	14.2181
AT1G08630	2.95819	3.03527	2.60846	0.324934	0.113725	0.176261
AT1G09240	1.21302	2.25847	1.50042	0.106286	0.356141	0.281611
AT1G09340	141.805	93.0949	156.732	31.837	39.0945	33.3034
AT1G09350	6.97723	15.6281	6.97444	2.73196	2.01272	3.02904
AT1G09570	156.714	163.432	161.272	12.5975	13.701	14.9462
AT1G09910	1.40809	1.66452	1.2386	3.35513	2.98796	3.29966
AT1G10070	13.4625	9.06462	12.5439	24.4718	26.7828	24.3232
AT1G10220	0.822427	0.461192	0.294755	2.10328	1.4003	0.949773
AT1G10360	23.4531	10.5637	21.6011	9.74781	14.6505	7.04365
AT1G10370	171.672	145.118	153.445	52.2207	80.7329	59.2924
AT1G10610	0.942881	1.57426	0.992846	2.80801	3.28441	2.45982
AT1G10640	21.8117	8.42871	23.4161	3.99022	5.35631	2.32259
AT1G10657	4.63828	4.31453	4.57023	0.346177	0.386443	0.329309
AT1G10960	894.557	859.022	884.195	251.445	253.368	265.155
AT1G12240	70.3344	96.6041	74.3887	36.9063	31.1111	32.8772
AT1G12250	19.5994	15.176	20.4839	5.77002	8.81942	7.92354
AT1G12370	4.59071	6.00352	5.14822	0.926381	0.712919	0.768542
AT1G12600	0.54692	0.665209	0.823759	1.11328	1.62571	1.00416
AT1G12800	44.0749	39.461	48.5021	15.481	21.6689	20.5619
AT1G12805	1.1657	3.24546	2.64471	0.535642	0.106501	1.87249
AT1G12900	237.046	145.175	250.094	49.8756	81.8611	57.5036
AT1G13420	1.99569	3.32642	2.82611	6.74945	7.40298	9.08242
AT1G13670	20.5807	23.0387	22.6615	2.91889	1.83539	3.54362
AT1G13930	249.383	204.304	247.597	31.8258	68.5464	43.1817
AT1G14150	33.6635	20.0787	32.7372	10.8986	9.58594	10.1857
AT1G14182	0.473938	1.33644	1.03926	5.20742	1.9166	1.52064
AT1G14200	36.7591	32.5913	46.4226	17.6705	16.9105	20.9466
AT1G14345	72.2956	54.3667	73.3875	13.7609	17.8924	12.7512
AT1G14430	2.62713	2.8714	3.18405	0.691365	0.410818	0.563641
AT1G14600	1.98163	1.17874	1.14787	2.92341	2.75787	2.81265
AT1G14680	0.725517	0.678056	0.388392	1.49655	0.808509	2.071
AT1G14700	86.1787	55.8754	96.2644	36.0489	39.7762	28.8012
AT1G14920	11.1316	8.81955	10.0447	19.8153	21.0335	15.4721
AT1G14950	0.0807046	0	0.567702	0.629416	1.26857	1.96294
AT1G14960	4.53319	2.7725	4.94871	22.9306	33.7279	18.7735
AT1G15125	0.548543	0.546653	0.705857	0.963583	1.91004	0.859277
AT1G15160	2.43006	2.74679	2.65834	0.968081	1.22817	1.10966
AT1G15290	32.9424	32.4518	31.0679	6.18421	7.74467	6.43154
AT1G15330	2.8866	2.0027	2.55754	5.49071	10.5961	5.26634
AT1G15380	27.0968	32.0139	28.4999	113.578	76.7883	95.5804
AT1G15630	1.99934	1.61505	1.44909	2.64389	4.1984	3.92641
AT1G15820	518.306	291.19	492.69	102.689	200.34	87.601
AT1G15830	2.20331	1.37693	1.52653	0.569197	0.428498	0.172015
AT1G15840	1.26867	1.81386	2.20525	5.51757	4.51751	4.17663
AT1G15980	26.9662	15.3375	27.2667	5.42671	7.97923	6.42923
AT1G16090	0.998955	1.24009	1.09518	0.219337	0.619297	0.60307
AT1G16320	20.1452	17.9993	22.1495	8.97565	10.7376	10.1807
AT1G16420	0.658633	0.769545	0.419549	0.202373	0.204053	0.443857
AT1G16720	64.5014	54.4471	66.5611	11.5325	12.6886	11.596
AT1G17050	27.2114	24.0356	30.1076	7.60436	8.82895	8.71713
AT1G17100	63.7704	51.8581	56.7695	16.7331	18.9125	15.976
AT1G17220	71.8211	60.6996	74.4571	18.8544	27.1409	20.5131
AT1G17345	5.27791	2.83412	5.06417	0.904245	1.38245	1.30191
AT1G17810	0.629655	0.549615	0.834829	2.56649	3.21819	2.06117
AT1G18060	21.3186	15.672	22.305	5.06956	8.01832	5.22994
AT1G18330	43.9753	43.8224	53.1109	10.0443	9.85625	10.3054
AT1G18660	29.547	31.4463	31.7632	12.0685	12.6855	14.5845
AT1G18710	3.74118	1.15635	3.21578	0.518377	1.21552	0.361116
AT1G18750	0.760945	0.610475	0.727568	0.125748	0.509013	0.418677
AT1G18810	1.53316	1.44802	1.66246	0.324777	0.294045	0.258094
AT1G18830	1.61211	0.388161	1.41934	0.244992	0.393004	0.244073
AT1G19150	61.4327	36.5791	56.7762	14.8477	24.1796	15.4794
AT1G19670	12.3447	9.15124	13.7244	2.8664	3.43881	2.67756
AT1G19715	11.3296	8.47494	11.5398	3.76655	5.75854	4.59075
AT1G19720	10.3503	8.54522	10.33	3.27682	4.51543	3.20506
AT1G20020	101.734	74.0284	114.972	34.9122	46.5826	41.8905
AT1G20340	824.097	582.604	822.719	277.336	376.417	312.299
AT1G20700	0.428989	0.499231	0.574652	1.13513	1.15282	0.669335
AT1G20790	2.19083	2.87197	1.76449	5.04101	5.29597	5.94217
AT1G21100	6.37795	5.09784	8.07254	35.5327	43.3025	32.2715
AT1G21140	10.9869	8.41235	11.7047	5.48365	1.13039	9.51178
AT1G21500	129.6	77.83	128.681	24.2057	29.7548	20.7484
AT1G21945	0.586832	0.317506	0.425099	0.320667	5.20074	0.411276
AT1G22590	10.128	9.95484	13.9566	3.5975	4.51291	6.02995
AT1G22630	15.0391	9.83187	12.4831	3.12727	5.35017	4.12959
AT1G22890	1.28948	1.01334	1.38971	3.28426	5.25559	5.529
AT1G23010	1.30142	1.64969	1.28568	0.306862	0.451821	0.494606
AT1G23205	25.9246	18.9719	31.0949	4.57951	3.89737	5.27073
AT1G23310	251.172	162.222	259.41	53.024	91.2295	60.0741
AT1G23510	0.252015	0.48075	0.0563639	0.879713	0.584529	0.970388
AT1G23740	35.8687	24.2596	36.0712	11.3847	17.4987	10.7473
AT1G24020	4.35479	1.96522	4.63929	0.891368	1.26005	1.69838
AT1G24470	0.461597	0.631669	0.516334	1.33589	1.6672	1.16348
AT1G24580	4.116	2.71403	4.52307	0.330608	0.536704	0.676454
AT1G25440	12.0492	10.1498	14.9047	2.33858	4.04369	2.75991
AT1G26761	6.61151	4.53606	5.76574	0.0447777	0.356587	0.129226
AT1G26770	42.7127	36.8775	38.8233	12.4052	18.5066	21.4455
AT1G26790	1.48191	0.745289	2.01416	0.178176	0.247196	0.117411
AT1G26945	70.0853	67.5546	71.1206	135.27	130.8	153.062
AT1G27120	3.44621	3.61688	4.16957	2.1477	2.19961	1.42365
AT1G27480	15.74	11.8153	15.4538	3.18204	4.32127	2.92102
AT1G28330	175.256	143.348	166.387	404.866	571.224	399.66
AT1G28570	4.80545	3.80468	5.64161	1.58621	2.67357	1.77259
AT1G28600	13.3856	12.3198	12.4824	6.13839	5.35722	6.0617
AT1G28610	1.07549	0.825776	1.03837	0.447276	0.35817	0.275233
AT1G28670	32.6073	31.5975	32.9585	9.07641	11.7196	8.84409
AT1G28685	0.754736	0.740629	0.83804	0.348112	0.131219	0.35737
AT1G29395	2.22904	0.251697	1.66413	2.27312	11.4623	1.99736
AT1G29430	6.71491	7.10319	7.75149	10.1617	12.3568	20.4829
AT1G29440	8.22861	9.06496	7.02271	11.7938	13.6187	19.3231
AT1G29460	4.89585	6.2586	7.916	12.068	10.4939	16.7321
AT1G29530	10.8418	11.5744	11.9716	3.172	3.92526	3.44941
AT1G29640	29.6568	25.7491	30.4306	14.5469	16.13	13.1914
AT1G29700	15.9265	11.2679	15.6264	4.43957	4.97539	4.85301
AT1G29910	1101.83	657.872	1114.15	113.022	233.029	98.1139
AT1G29920	1006.37	644.815	979.554	46.5064	85.2909	42.2924
AT1G29930	2485.58	1352.12	2395.75	715.697	1226.28	656.2
AT1G30100	0.201918	0.196451	0.228604	0.83482	0.736548	0.898268
AT1G30220	0.805252	0.731574	0.720156	2.10957	1.71729	2.16002
AT1G30250	0.373065	0.113447	0.34156	1.26162	1.88462	1.4474
AT1G30380	478.308	298.01	507.919	91.5837	175.67	93.7401
AT1G30520	9.79739	8.08745	9.60944	1.92432	2.86612	2.40769
AT1G30530	15.6537	15.3506	14.4437	4.08925	5.55692	4.95075
AT1G30820	15.5363	12.0693	15.2863	30.0505	31.21	27.4201
AT1G31040	0.577024	0.532768	0.366521	4.76346	4.74147	5.31559
AT1G31330	902.939	642.459	925.236	185.891	335.301	196.703
AT1G31800	16.078	15.7104	19.4806	6.35309	7.01027	6.1273
AT1G31920	5.99182	5.70397	6.95418	2.75096	3.02123	3.49363
AT1G32060	364.55	260.582	354.724	126.367	174.161	137.141
AT1G32780	1.15761	1.15021	1.2764	0.0811123	0.284301	0.0810655
AT1G33100	0.136135	0	0.16098	0.794509	0.753742	0.901591
AT1G33110	11.8579	9.6532	11.0449	4.53438	4.56041	5.32741
AT1G34000	79.4529	70.3035	87.2948	17.6161	23.9168	25.865
AT1G34245	7.72347	9.02756	7.73445	1.59671	2.07083	1.47893
AT1G34460	2.0789	1.88189	2.26815	1.01516	1.01199	0.954771
AT1G34510	2.0409	3.37023	1.87466	6.51583	16.0178	7.9792
AT1G34520	0.72591	0.35928	0.356018	1.53432	2.83431	2.51915
AT1G35330	1.16599	1.19679	1.50043	2.75248	2.99647	2.804
AT1G35612	1.79047	0.766856	1.74881	4.13881	6.69704	3.73691
AT1G35625	0.252582	0.28285	0.112422	2.19386	3.21749	2.10719
AT1G36622	0.563219	1.93936	0.647213	1.19776	1.28184	2.18153
AT1G37130	223.947	159.465	203.28	68.9176	108.644	68.2928
AT1G42550	15.4933	14.7813	15.6223	4.15657	7.18323	4.30855
AT1G42970	333.046	220.338	345.035	116.712	160.588	115.397
AT1G43160	19.3048	12.5806	20.824	2.1725	2.02889	1.76406
AT1G43800	2.43451	8.71835	3.13482	1.4751	0.181926	4.48536
AT1G44000	69.4248	58.0322	71.7529	13.0866	16.9086	13.8847
AT1G44180	0.583346	0.886002	0.921124	1.33586	2.27567	1.38191
AT1G44318	1.6855	0.245592	1.62495	4.70394	4.75591	3.43243
AT1G44446	59.8089	46.9832	60.5543	13.2346	18.3701	15.2069
AT1G44575	663.003	519.784	658.836	170.503	256.795	178.443
AT1G44920	17.6671	15.6732	19.3321	7.52587	9.2008	7.45112
AT1G45015	0.234279	0.109828	0.918054	3.99782	5.55654	3.27562
AT1G45120	0.0308794	0.0748986	0.0988789	1.71904	2.26809	1.98993
AT1G45474	62.7997	49.1175	66.7193	20.7286	31.7251	22.4575
AT1G48000	1.41723	0.493882	0.793682	0.638066	0.291304	0.28348
AT1G48100	36.149	28.2194	38.8432	0.971472	1.91696	1.43096
AT1G48130	1.14929	0.542001	1.50339	1.54726	3.87269	1.20658
AT1G48650	12.801	13.8625	13.0681	4.91287	6.32736	6.72501
AT1G49010	11.9106	9.45734	12.1771	3.16291	3.31946	2.99273
AT1G49100	0.268453	0.576997	0.242513	0.585124	0.699426	1.45746
AT1G49130	5.13929	4.76186	4.71081	17.149	19.1869	21.5105
AT1G49380	16.586	17.6918	18.3039	6.69603	7.03755	7.20796
AT1G49570	53.0039	149.052	56.2111	20.155	2.22201	36.3819
AT1G49750	22.6195	23.4243	19.99	8.93246	11.8922	8.72476
AT1G49860	6.60745	27.8216	8.5699	25.627	7.61444	58.158
AT1G50020	52.6845	44.5552	49.6498	13.0006	21.3913	13.8245
AT1G50060	11.9406	17.334	15.1356	7.87571	5.90702	9.70843
AT1G50250	46.427	43.3698	41.2667	10.8551	15.8244	12.0402
AT1G50450	14.8164	15.5491	14.9095	6.10299	7.62692	6.34295
AT1G50732	15.2587	11.2588	13.8128	2.67478	3.34994	2.17539
AT1G51080	1.92731	3.13378	3.4218	0.692792	0.927941	1.45006
AT1G51400	89.2754	56.4459	90.3072	20.5146	33.4717	23.6101
AT1G51402	160.983	107.26	163.732	40.8592	48.1156	42.9446
AT1G51780	0.621158	1.12935	0.111793	0	0.438402	0.255515
AT1G52100	1.32429	0.421353	0.174161	0.041119	0.417945	0.0359263
AT1G52230	573.242	418.892	588.664	109.201	146.248	130.801
AT1G52240	5.92659	6.88132	6.47582	13.0993	14.8164	12.6786
AT1G52570	1.38736	1.42821	1.71498	0.706312	0.58019	0.761371
AT1G52770	1.44039	0.807678	1.39249	0.149996	0.389976	0.297019
AT1G52820	0.729394	0.771978	0.784072	0.875805	3.11512	0.886413
AT1G52890	0.865492	0.224377	0.932926	0.179142	0.460167	0.315223
AT1G52990	32.442	25.7649	36.4163	11.0901	11.4815	11.8624
AT1G53090	9.38033	8.69039	8.50995	2.80895	3.18644	3.40445
AT1G53490	0.652673	0.596779	0.725076	7.72816	7.79042	7.13093
AT1G53670	62.5159	56.1869	64.1351	19.9903	33.3171	23.7215
AT1G53940	1.05533	1.10849	0.726269	1.95836	1.6729	2.44619
AT1G54050	3.02133	3.53375	4.34924	2.13817	2.41819	1.34273
AT1G54570	11.2462	11.318	10.4517	3.74138	4.87763	5.15148
AT1G54780	111.273	89.5444	118.596	37.0526	58.3719	43.8695
AT1G55020	30.48	37.8229	31.9332	14.563	10.8263	20.9283
AT1G55035	0.564935	0.663491	0.834846	0.352549	0.298055	0.134433
AT1G55240	4.43398	2.01737	4.9357	5.44965	14.5321	4.96649
AT1G55370	7.50773	4.70627	7.87045	1.83496	3.29125	2.49546
AT1G55480	37.5189	29.7131	43.2888	12.1138	13.5661	13.4392
AT1G55670	906.196	600.405	882.958	300.767	423.885	300.295
AT1G55960	29.0727	22.5947	33.0673	10.4287	11.5034	10.5752
AT1G56500	8.22865	6.51092	7.69535	2.85238	3.98549	4.04059
AT1G56650	6.84243	7.35717	5.48102	0.475031	0.990161	0.726249
AT1G57750	9.59579	4.05425	9.82324	2.57545	4.69935	2.21401
AT1G57770	5.97462	5.6311	6.2926	1.90928	2.53159	2.22247
AT1G58290	76.135	58.6685	76.7514	13.4795	18.788	15.9759
AT1G58320	0.720387	1.12931	0.321978	1.95885	5.02159	2.07564
AT1G58460	1.42219	1.02994	1.55339	0.137413	0.117382	0.151567
AT1G58602	9.37198	7.59114	10.046	2.47098	3.97395	3.47096
AT1G58807	2.84088	2.50571	3.37652	0.92323	1.1652	1.11651
AT1G58848	2.82544	2.61931	2.8027	0.746475	1.10123	0.749373
AT1G59124	2.88878	2.25065	2.99024	0.656917	1.20945	0.988397
AT1G59218	2.96747	2.33318	2.97871	0.812774	1.28603	1.12354
AT1G59700	1.64855	1.10398	1.55715	0.284651	0.592567	0.418552
AT1G59720	2.64627	2.57498	2.95678	1.68774	1.19777	1.10538
AT1G59740	7.19914	8.64135	6.85132	1.0854	1.66097	1.19693
AT1G59860	4.49504	4.21178	6.23377	2.77405	2.83896	2.47469
AT1G60050	1.66632	1.85821	2.09867	3.58654	6.19997	4.16102
AT1G60060	5.87532	7.6433	5.27998	13.8298	14.1534	17.7046
AT1G60090	0.533463	1.12889	0.501812	1.53687	1.24494	1.44491
AT1G60270	32.8339	33.602	35.9836	3.33369	2.53114	2.15982
AT1G60450	0.476956	0.478843	0.31481	0.927156	1.33371	0.917828
AT1G60590	21.5021	11.2425	19.9086	0.369494	0.983629	0.260013
AT1G60600	14.2236	14.0409	15.5897	4.6981	5.91271	6.78036
AT1G60750	0.277905	1.3035	0.790027	0.0585296	0.2136	0.650447
AT1G60950	1009.53	768.328	1044.17	297.541	515.518	336.315
AT1G61270	0.406804	0.209121	0.445386	0.604317	0.872672	0.52412
AT1G61520	582.462	387.322	597.138	136.809	194.352	134.331
AT1G61580	19.778	21.149	20.0355	8.10514	7.13484	9.90689
AT1G62240	0.893106	1.74217	1.07264	0.704318	0.598955	0.409437
AT1G62262	0.0840855	0.598807	0.151681	1.89742	1.52571	2.05973
AT1G62630	2.01788	1.26912	1.53748	0.470705	0.613563	0.631848
AT1G62750	101.368	90.3674	111.327	27.3059	35.8514	32.4373
AT1G63360	3.71152	2.20212	3.00622	0.834304	0.692592	0.712542
AT1G64500	28.4732	22.0511	29.893	2.16193	2.46628	1.85264
AT1G64590	1.0819	0.33293	1.91125	2.4792	2.77869	2.02737
AT1G64640	118.854	163.014	113.55	239.289	232.98	249.052
AT1G64660	46.0042	28.2908	36.4794	122.973	118.847	112.645
AT1G64680	70.2088	57.5922	64.2807	29.8676	42.6659	31.5897
AT1G64780	0.990933	1.33879	0.865749	0.173255	0.339272	0.357702
AT1G64860	30.5193	24.0105	31.8875	7.85275	11.1085	8.35309
AT1G64900	1.84398	1.92169	1.52447	0.963304	0.426299	0.760252
AT1G65060	10.3433	11.8446	9.08634	1.39172	1.60209	1.23953
AT1G65070	6.15731	6.16447	7.22026	3.12465	2.80278	3.12266
AT1G65230	23.3728	16.9255	22.9328	5.99117	6.54435	6.44382
AT1G65310	30.9249	51.0081	29.1902	89.1035	67.033	101.634
AT1G65510	14.7126	15.0131	14.4784	26.7627	43.6618	23.998
AT1G65620	1.0644	1.35336	2.00243	0.387435	0.569749	0.251071
AT1G66130	9.36412	6.69338	10.5727	2.79198	4.42368	3.48012
AT1G66330	22.4573	20.5326	25.6851	5.72824	6.97046	7.37763
AT1G66725	14.984	16.3442	16.7593	0.101557	0.427772	0.611374
AT1G66800	21.8354	12.1536	26.1927	43.0246	47.4526	37.6905
AT1G66840	4.0523	3.90608	3.94211	0.778295	1.19714	0.832916
AT1G66910	0.763394	0.44816	0.809004	0.228328	0.177812	0.252537
AT1G66930	0.335091	0.437117	0.200943	0.737298	0.492011	1.15043
AT1G66970	11.3528	5.8738	12.1938	1.78126	2.99401	1.90297
AT1G66980	1.0612	0.433708	1.1001	0.18912	0.507075	0.282705
AT1G67070	7.08532	7.66941	9.61832	3.23594	3.32286	4.13635
AT1G67105	3.95444	8.80044	3.12637	12.2279	12.558	17.6633
AT1G67265	13.0639	12.5948	14.2139	53.4464	54.3966	69.3032
AT1G67740	485.787	378.828	485.437	155.888	217.017	139.075
AT1G68010	170.057	106.386	189.006	27.0533	40.3148	31.7555
AT1G68430	1.92417	1.48935	2.20783	1.05551	0.619918	0.892154
AT1G68500	20.2935	10.677	14.2701	13.1124	57.8434	24.1766
AT1G68570	6.84936	5.10134	6.55842	1.41336	1.80934	2.30195
AT1G68585	1.32913	1.08435	0.964721	1.40366	2.51153	2.05308
AT1G68830	20.7001	17.3831	20.8551	4.16519	5.86339	6.13473
AT1G68840	9.67881	11.6413	12.5052	4.14475	6.64402	3.882
AT1G68890	6.82083	7.01494	6.9289	2.50458	3.17193	2.80639
AT1G69230	0.216391	0.994385	0.65992	0.68982	1.40646	1.122
AT1G69485	0.556649	0.766368	0.330677	0.576337	0.888191	1.58299
AT1G69930	0.421765	0.446693	0.217935	0.814358	0.23971	1.20529
AT1G70000	12.5556	15.058	14.3805	4.64197	5.23591	5.55462
AT1G70260	40.5827	114.81	32.1413	18.5461	14.285	35.301
AT1G70430	3.0729	4.645	3.558	1.45732	1.42208	2.22801
AT1G70610	7.17357	6.353	7.07831	2.32373	3.45734	3.13119
AT1G70700	17.1398	12.8263	16.3793	4.68387	4.56118	2.76472
AT1G70820	1.364	0.454832	1.25537	0.200897	0.353599	0.24828
AT1G70850	134.395	85.523	154.216	403.849	547.8	419.23
AT1G70880	18.4958	13.5075	18.4776	32.7565	66.1087	40.8583
AT1G70985	4.31698	6.00867	6.6715	1.21921	1.09023	1.46523
AT1G71480	5.55747	4.60179	7.49823	2.1106	2.45071	3.21826
AT1G71490	2.32267	2.38196	2.86005	1.04727	0.919242	1.17932
AT1G71810	8.64038	6.73806	8.44254	3.19186	3.45408	3.41253
AT1G72290	0.192618	0.986775	0.400683	2.12325	3.71774	1.82401
AT1G72610	297.365	238.544	325.874	61.3489	82.0117	57.8459
AT1G72940	1.82474	1.18633	1.05112	0.313748	0.755994	0.727603
AT1G72970	81.2832	87.82	89.6642	29.913	32.5423	30.4293
AT1G73110	10.2454	9.23384	11.2257	4.08854	5.03226	5.63491
AT1G73190	0.283274	0.358285	0.643258	0.47449	1.0307	1.25371
AT1G73300	2.87838	2.69032	3.40978	6.84704	8.03578	7.2882
AT1G73310	3.44052	4.87736	2.80679	8.36351	5.88214	8.34152
AT1G73330	3.54856	2.84379	3.06879	16.7745	18.495	12.9295
AT1G73360	0.895375	1.15065	1.03651	0.532195	0.407016	0.58432
AT1G73650	16.4433	15.3948	15.5402	5.39735	6.53742	6.16153
AT1G73890	2.76587	2.05923	2.30648	0.665659	1.48218	0.80815
AT1G73990	22.8289	24.7611	23.0128	11.3188	11.8062	12.4058
AT1G74070	14.2105	11.5892	15.1489	3.46225	3.94457	4.38336
AT1G74310	4.34796	3.92653	6.10659	2.38629	2.19924	2.47233
AT1G74430	3.14883	2.06574	2.77091	0.997321	1.1849	0.828271
AT1G74470	447.659	379.349	443.865	169.546	260.77	171.817
AT1G74490	1.25198	0.977195	0.841095	3.049	3.0033	3.79273
AT1G74670	197.755	76.8375	193.468	43.4425	71.3332	46.6152
AT1G74730	82.4611	60.7094	83.7966	19.9375	24.7134	25.8344
AT1G75100	7.2322	8.93957	10.9539	1.80398	1.63741	2.40924
AT1G75460	18.8672	12.3049	17.3467	3.87067	5.10192	3.80813
AT1G75690	85.2643	61.0832	86.2192	22.152	36.4315	23.448
AT1G75830	1.94285	8.47223	7.42868	8.12372	10.8178	15.3886
AT1G76080	45.6859	30.0607	53.0951	3.9773	5.27475	4.45713
AT1G76100	54.1932	39.4148	58.8866	12.5147	22.807	11.5169
AT1G76110	12.5625	8.023	11.0276	0.968533	1.23141	1.2102
AT1G76210	0.610334	1.36567	0.778155	0.261352	0.230276	0.50762
AT1G76570	8.0242	6.59064	6.86763	1.37447	1.45349	1.79571
AT1G76640	0.47833	1.52814	0.992135	2.81917	2.5749	4.49587
AT1G77090	19.6299	13.9731	20.9054	5.70767	6.0566	5.94459
AT1G77310	1.34791	1.15674	1.17925	0.372551	0.725602	0.469048
AT1G77520	0.235826	0.072325	0.45808	1.22546	1.33341	0.991009
AT1G77530	0.201474	0.461764	0.404731	1.06377	1.28726	1.32683
AT1G77640	1.36317	2.25913	1.16465	2.45569	3.81325	4.30733
AT1G77760	157.783	78.3694	138.924	34.9507	74.8662	30.1745
AT1G77870	4.81085	5.49337	4.9198	9.72607	9.76054	9.49338
AT1G78100	41.6738	42.6073	44.0754	18.9882	20.602	21.3513
AT1G78180	11.6985	8.61094	10.9564	4.12611	5.59709	3.8137
AT1G78390	0.314499	0.227852	0.418549	0.499065	0.875271	0.554173
AT1G78490	1.63718	1.11241	1.88192	0.390178	0.420019	0.45815
AT1G78510	25.9608	27.4107	29.589	4.92787	6.54644	7.18995
AT1G78580	6.1799	5.93259	6.06689	2.17034	2.56301	2.29001
AT1G78600	22.1054	21.1464	26.3657	7.53132	6.74512	8.41018
AT1G78780	0.518463	0.476246	0.783168	1.4363	1.17905	1.42641
AT1G78820	52.5272	72.6105	51.8462	7.89842	8.78351	7.16118
AT1G79510	19.9915	14.0668	19.4605	4.42255	5.54207	4.56536
AT1G80340	1.98237	1.86022	2.62989	0.358135	0.0539753	0.0468063
AT1G80440	42.3037	22.4123	44.599	68.7879	74.8888	53.1688
AT2G01020	543.226	594.355	550.736	1703.92	1303.59	1171.63
AT2G01021	13399.3	10644.3	10503.2	42587.6	50073.2	30211.3
AT2G01290	16.4879	20.9263	17.0076	5.55132	4.65497	6.36275
AT2G01372	0.953125	0.61133	1.16162	0.232431	0.285292	0.126773
AT2G01520	17.1328	9.01963	34.0248	168.51	218.9	193.604
AT2G01530	150.711	104.709	170.037	284.823	293.672	273.136
AT2G01770	1.52708	1.15253	1.23224	3.15727	4.20238	2.67539
AT2G01880	4.48202	4.51328	4.07174	11.6363	14.8385	11.2225
AT2G01890	119.072	101.61	135.576	53.2659	51.4302	47.1154
AT2G01918	10.5571	8.90972	11.4574	3.1451	4.41168	2.80814
AT2G02950	32.5819	42.111	37.4349	5.4406	7.11671	5.61867
AT2G02980	1.92865	2.30075	2.1225	0.694055	1.10924	1.37622
AT2G03410	0.975469	0.808425	0.92684	0.352613	0.344048	0.409749
AT2G03420	58.4098	51.6367	58.6597	17.0205	20.0529	22.2727
AT2G03750	8.01354	5.08224	8.29356	1.94321	1.8812	2.71607
AT2G03821	0.302546	0.325405	0.0535562	0.605167	0.513582	0.98607
AT2G04030	59.4803	75.6582	69.8193	30.5254	25.5033	38.3333
AT2G04039	21.0076	17.313	24.4081	7.87296	10.9159	10.0909
AT2G04190	0.515473	0.841882	0.295204	1.14606	1.14432	1.27703
AT2G04790	11.2634	8.50589	11.9492	2.74995	4.46661	3.29157
AT2G05070	959.823	504.989	902.02	68.8596	96.6755	51.802
AT2G05100	590.193	324.32	552.515	50.066	74.9896	38.137
AT2G05310	100.288	70.6255	93.9142	27.8442	50.4686	39.5753
AT2G05510	74.146	93.6267	91.1814	16.8719	16.9446	27.2527
AT2G05620	94.8045	72.0377	88.8991	37.9742	44.4391	40.4648
AT2G06002	13.8056	14.7363	13.583	0.916838	0.389004	0.85474
AT2G06520	877.446	641.826	882.388	305.357	395.125	304.235
AT2G07677	1.90405	1.97709	2.09786	0.878943	0.625504	0.572363
AT2G07682	0.924023	0.828793	0.923269	0.365275	0.197684	0.340795
AT2G07697	0.574333	0.916661	0.713023	0.283013	0.283032	0.300601
AT2G07722	0.741454	1.31008	0.467077	0.180633	0	0.302623
AT2G07776	0.790248	1.48532	0.861781	0.491316	0.480297	0
